from_location_id,to_location_id,google_distance_km,sectional_tat
25,168,1375.274,165032879
25,53,1459.258,175110959
25,10,386.31,36000000
25,11,269.044,28800000
25,129,171.737,20608439
25,143,638.064,76567680
25,127,546.565,65587800
25,24,107.36,10800000
25,25,0,0
25,12,1157.854,108000000
25,111,1215.255,145830600
25,135,724.37,86924400
25,171,1347.75,161730000
25,13,144.896,18000000
25,108,323.94,38872800
25,14,2080.005,249600600
25,15,1203.805,115200000
25,16,2736.983,328437960
25,17,851.256,93600000
25,18,534.854,64182480
25,19,976.471,75600000
25,20,1476.237,129600000
25,21,782.39,93886799
25,22,2285.831,274299720
25,23,297.249,25200000
25,87,1445.05,173406000
25,89,1472.998,176759759
25,90,1370.46,164455200
25,91,1829.523,219542760
25,92,1703.659,204439080
25,93,1285.631,154275720
25,95,1450.82,174098400
25,96,1170.714,140485680
25,97,1496.73,179607600
25,98,1534.61,184153200
25,99,1734.129,208095480
25,103,1491.354,178962480
25,104,1476.942,177233040
25,105,1747.053,209646359
25,110,1585.175,190221000
25,114,1450.002,174000240
25,117,1484.041,178084920
25,119,1679.112,201493440
25,121,1319.228,158307359
25,124,1151.064,138127679
25,126,727.408,87288960
25,128,597.171,50400000
25,129,171.737,20608439
25,131,1229.975,147596999
25,133,1413.765,169651800
25,159,1269.296,152315520
25,195,1669.48,200337600
25,196,760.319,91238280
25,473,1721.889,206626680
12,50,2335.425,216000000
12,125,2598.675,311841000
12,54,2391.108,286932960
12,153,2525.221,303026520
12,168,2266.178,271941360
12,53,2456.573,294788760
12,10,1540.233,136800000
12,11,1422.967,120660000
12,129,1081.877,129825239
12,143,1791.987,215038440
12,127,1700.488,204058560
12,24,1261.283,151353960
12,25,1155.767,138692040
12,12,0,3600000
12,111,175.777,25200000
12,135,440.896,39600000
12,171,205.874,18000000
12,13,1021.024,93600000
12,108,1047.071,125648520
12,14,1841.677,219600000
12,15,2125.588,190800000
12,16,2841.167,288000000
12,17,619.57,50400000
12,18,1472.41,176689200
12,19,2130.394,165600000
12,20,334.362,36000000
12,21,1100.398,93600000
12,22,2390.015,286801800
12,23,888.116,79200000
12,87,2312.614,277513680
12,89,331.122,32400000
12,90,2002.497,240299640
12,91,1824.209,218905079
12,92,1428.575,144000000
12,93,1917.669,230120279
12,95,308.944,37073280
12,96,660.682,50400000
12,97,986.698,97200000
12,98,2388.234,286588080
12,99,2120.423,254450759
12,103,349.478,39600000
12,104,335.066,36000000
12,105,1965.545,235865400
12,110,443.299,53195880
12,114,1814.761,217771320
12,117,2201.697,264203640
12,119,1438.017,172562040
12,121,1737.431,208491720
12,124,1369.556,164346720
12,126,1423.027,125400000
12,128,1751.094,210131280
12,129,1081.877,129825239
12,131,1927.923,231350760
12,133,2146.74,257608799
12,159,2130.368,183600000
12,195,527.604,57600000
12,196,598.82,71858400
12,473,580.013,69601560
111,50,2480.091,297610920
111,125,2743.341,329200920
111,54,2535.775,304293000
111,153,2669.887,320386440
111,168,2410.844,289301280
111,53,2601.239,312148680
111,10,1596.434,191572080
111,11,1479.168,177500160
111,129,1138.078,136569360
111,143,1848.188,221782560
111,127,1756.689,210802679
111,24,1317.484,158098079
111,25,1211.969,145436280
111,12,174.386,21600000
111,111,0,0
111,135,497.097,59651640
111,171,268.014,32161680
111,13,1077.225,129267000
111,108,1103.272,132392639
111,14,1985.03,238203599
111,15,2270.254,272430480
111,16,2984.52,358142400
111,17,764.236,91708320
111,18,1528.612,183433440
111,19,2186.595,262391400
111,20,463.332,55599840
111,21,1245.064,149407679
111,22,2533.368,304004160
111,23,944.318,113318160
111,87,2457.28,294873600
111,89,196.814,23617680
111,90,2147.163,257659560
111,91,1967.562,236107440
111,92,1571.928,188631360
111,93,2062.335,247480200
111,95,437.915,52549800
111,96,804.035,96484200
111,97,1130.051,135606120
111,98,2532.9,303948000
111,99,2265.089,271810680
111,103,208.542,25025040
111,104,351.892,42227040
111,105,2110.211,253225320
111,110,407.611,48913320
111,114,1959.427,235131240
111,117,2346.363,281563560
111,119,1581.369,189764280
111,121,1882.097,225851640
111,124,1514.222,181706640
111,126,1567.693,188123160
111,128,1807.295,216875400
111,129,1138.078,136569360
111,131,2072.589,248710679
111,133,2291.406,274968720
111,159,2275.034,273004080
111,195,386.668,46400160
111,196,655.021,78602519
111,473,544.325,65319000
135,50,2165.063,259807560
135,125,2295.82,275498400
135,54,2220.747,266489640
135,153,2245.487,269458440
135,168,2095.816,251497920
135,53,2179.801,261576120
135,10,1106.852,93600000
135,11,989.587,118750439
135,129,648.497,77819639
135,143,1358.607,163032840
135,127,1267.108,152052960
135,24,827.902,99348239
135,25,722.387,86686440
135,12,440.999,39600000
135,111,498.401,59808120
135,135,0,0
135,171,630.896,75707520
135,13,587.643,61200000
135,108,613.691,73642920
135,14,1976.199,237143880
135,15,1924.347,126000000
135,16,3241.159,388939080
135,17,560.742,67289040
135,18,1039.03,124683599
135,19,1697.013,203641560
135,20,759.383,64800000
135,21,896.564,107587680
135,22,2790.007,334800840
135,23,454.736,39600000
135,87,2165.593,259871159
135,89,756.144,90737279
135,90,1874.636,224956320
135,91,1958.732,235047840
135,92,1563.097,187571640
135,93,1789.807,214776840
135,95,733.966,88075920
135,96,795.205,95424600
135,97,1121.221,134546520
135,98,2255.153,270618359
135,99,2061.595,247391399
135,103,774.5,92940000
135,104,760.088,91210560
135,105,1906.717,228806040
135,110,868.321,104198520
135,114,1755.933,210711960
135,117,2048.179,245781480
135,119,1572.539,188704680
135,121,1678.604,201432480
135,124,1310.728,157287359
135,126,1231.585,147790200
135,128,1317.714,158125680
135,129,648.497,77819639
135,131,1773.454,212814480
135,133,2134.308,256116960
135,159,1989.838,238780560
135,195,952.626,114315120
135,196,165.439,28800000
135,473,1005.035,120604199
171,50,2539.892,304787040
171,125,2803.142,336377040
171,54,2595.575,311469000
171,153,2729.688,327562560
171,168,2470.645,296477400
171,53,2661.04,319324800
171,10,1729.523,207542759
171,11,1612.258,193470959
171,129,1271.167,152540040
171,143,1981.277,237753240
171,127,1889.778,226773360
171,24,1450.573,174068760
171,25,1345.058,161406960
171,12,202.33,25200000
171,111,265.38,31845600
171,135,630.187,75622440
171,171,0,0
171,13,1210.314,145237679
171,108,1236.361,148363320
171,14,1986.374,238364880
171,15,2330.055,204480000
171,16,2985.864,358303680
171,17,824.036,67860000
171,18,1661.701,199404120
171,19,2319.684,278362079
171,20,334.199,32400000
171,21,1304.865,156583800
171,22,2534.712,304165440
171,23,1077.407,129288839
171,87,2517.081,302049720
171,89,127.968,10800000
171,90,2206.964,264835680
171,91,1968.906,236268720
171,92,1573.272,188792640
171,93,2122.135,254656200
171,95,218.459,26215080
171,96,805.379,96645479
171,97,1131.395,135767400
171,98,2592.701,311124120
171,99,2324.89,278986800
171,103,146.324,14400000
171,104,129.628,18000000
171,105,2039.183,244701960
171,110,237.86,25200000
171,114,2019.228,242307359
171,117,2406.164,288739679
171,119,1582.713,189925560
171,121,1941.898,233027760
171,124,1574.023,188882760
171,126,1627.494,195299280
171,128,1940.384,232846080
171,129,1271.167,152540040
171,131,2132.39,255886800
171,133,2351.207,282144840
171,159,2334.835,280180200
171,195,324.45,28800000
171,196,788.11,94573200
171,473,374.574,44948880
13,50,1589.069,190688280
13,125,1719.826,206379120
13,54,1644.752,197370240
13,153,1669.493,200339160
13,168,1519.822,182378640
13,53,1603.807,192456840
13,10,530.858,46800000
13,11,413.593,43200000
13,129,116.477,14400000
13,143,782.612,93913440
13,127,691.113,82933560
13,24,251.908,25200000
13,25,146.393,18000000
13,12,1023.358,93600000
13,111,1080.759,129691080
13,135,589.874,54000000
13,171,1213.254,145590479
13,13,0,0
13,108,287.369,32400000
13,14,1993.064,216000000
13,15,1348.353,108000000
13,16,2757.197,330863640
13,17,716.761,75600000
13,18,555.068,64800000
13,19,1121.019,90000000
13,20,1341.742,108000000
13,21,745.819,68400000
13,22,2306.045,276725400
13,23,162.753,18000000
13,87,1589.598,190751759
13,89,1338.502,115200000
13,90,1390.674,166880880
13,91,1742.582,209109840
13,92,1616.718,169200000
13,93,1305.845,156701400
13,95,1316.324,157958880
13,96,1036.218,124346160
13,97,1362.235,163468199
13,98,1679.158,201498960
13,99,1754.343,210521160
13,103,1356.858,108000000
13,104,1342.446,161093520
13,105,1660.112,199213440
13,110,1450.679,174081479
13,114,1470.216,176425920
13,117,1564.217,187706040
13,119,1592.17,191060400
13,121,1339.442,160733040
13,124,1064.123,127694760
13,126,747.622,54000000
13,128,741.719,57600000
13,129,116.477,14400000
13,131,1289.492,154739040
13,133,1558.314,186997680
13,159,1413.844,169661280
13,195,1534.984,184198079
13,196,625.824,75098880
13,473,1587.393,190487159
108,50,1467.154,176058480
108,125,1615.089,193810680
108,54,1522.837,182740440
108,153,1656.95,198834000
108,168,1397.907,167748840
108,53,1588.302,190596240
108,10,598.475,54000000
108,11,481.21,57745200
108,129,192.79,28800000
108,143,850.23,102027600
108,127,758.731,91047720
108,24,359.234,43108080
108,25,325.818,39098160
108,12,1046.77,125612400
108,111,1104.171,132500520
108,135,613.286,73594319
108,171,1236.666,148399920
108,13,286.573,32400000
108,108,0,0
108,14,1719.716,206365920
108,15,1226.438,97200000
108,16,2635.394,316247280
108,17,551.338,66160560
108,18,433.265,51991800
108,19,999.104,119892480
108,20,1203.538,144424560
108,21,472.471,46800000
108,22,2184.242,262109040
108,23,219.544,21600000
108,87,1467.684,176122080
108,89,1361.914,163429680
108,90,1268.871,152264520
108,91,1469.235,176308200
108,92,1343.37,161204400
108,93,1184.042,142085040
108,95,1339.736,160768320
108,96,865.179,103821480
108,97,1191.195,142943400
108,98,1557.244,186869280
108,99,1632.541,195904920
108,103,1380.27,165632400
108,104,1365.858,163902960
108,105,1386.764,166411679
108,110,1474.091,176890920
108,114,1348.413,161809559
108,117,1442.414,173089680
108,119,1318.823,158258760
108,121,1217.639,146116680
108,124,790.776,94893120
108,126,625.819,75098280
108,128,762.861,91543320
108,129,192.79,28800000
108,131,1167.689,140122679
108,133,1436.399,172367879
