from_location_id,to_location_id,google_distance_km,sectional_tat
89,91,2056.043,246725159
89,92,1660.409,199249079
89,93,2246.01,198000000
89,95,345.423,41450760
89,96,892.516,107101920
89,97,1218.532,146223840
89,98,2716.576,325989119
89,99,2448.765,252000000
89,103,31.517,7200000
89,104,193.259,23191080
89,105,2126.321,255158519
89,110,197.775,28800000
89,114,2143.103,257172360
89,117,2530.038,303604560
89,119,1669.851,200382120
89,121,2065.773,247892759
89,124,1697.898,203747759
89,126,1751.369,210164280
89,128,2064.259,247711080
89,129,1395.042,167405040
89,131,2256.265,270751800
89,133,2475.082,297009840
89,159,2458.71,210720000
89,195,209.643,25157160
89,196,911.985,109438200
89,473,334.489,40138680
90,50,718.792,64800000
90,125,982.042,117845039
90,54,774.476,92937120
90,153,908.588,109030560
90,168,649.545,77945400
90,53,839.94,100792800
90,10,1193.225,143187000
90,11,1149.806,137976720
90,129,1277.237,153268440
90,143,1506.653,180798359
90,127,1384.573,166148759
90,24,1287.423,154490760
90,25,1364.741,163768920
90,12,2003.277,240393240
90,111,2148.219,257786279
90,135,1873.496,224819520
90,171,2206.743,264809160
90,13,1384.962,166195440
90,108,1262.607,151512840
90,14,982.57,111600000
90,15,537.984,50400000
90,16,1367.739,164128680
90,17,1389.934,166792080
90,18,835.252,100230239
90,19,578.263,69391560
90,20,2042.135,245056200
90,21,906.479,108777479
90,22,916.587,100800000
90,23,1418.394,170207280
90,87,695.981,83517720
90,89,2331.991,279838920
90,90,0,0
90,91,854.735,102568200
90,92,1209.757,145170840
90,93,88.053,14400000
90,95,2190.653,262878360
90,96,1703.775,204453000
90,97,1390.412,166849440
90,98,771.601,92592120
90,99,549.447,68400000
90,103,2350.348,282041760
90,104,2335.935,280312200
90,105,741.259,88951080
90,110,2444.168,293300159
90,114,305.126,28800000
90,117,352.77,42332399
90,119,1126.775,135213000
90,121,195.826,21600000
90,124,847.404,101688480
90,126,671.711,80605320
90,128,906.226,108747120
90,129,1277.237,153268440
90,131,338.023,18000000
90,133,375.374,45044880
90,159,513.735,43200000
90,195,2528.473,303416760
90,196,1909.445,229133399
90,473,2580.882,309705840
91,50,1522.032,182643840
91,125,1785.282,214233840
91,54,1577.715,189325800
91,153,1711.828,205419360
91,168,1452.785,174334200
91,53,1643.18,197181600
91,10,1974.728,236967359
91,11,1732.998,207959760
91,129,1648.96,197875200
91,143,2028.092,243371040
91,127,1936.593,232391160
91,24,1742.951,209154120
91,25,1828.828,219459360
91,12,1825.156,219018720
91,111,1968.82,236258399
91,135,1961.431,235371720
91,171,1970.066,236407920
91,13,1742.743,209129160
91,108,1468.749,176249880
91,14,261.61,36000000
91,15,1341.224,128700000
91,16,1063.685,127642200
91,17,1434.263,172111560
91,18,1324.058,158886960
91,19,1381.503,165780360
91,20,1639.082,196689840
91,21,999.706,119964720
91,22,612.533,73503960
91,23,1688.292,202595040
91,87,1499.221,179906520
91,89,2096.734,251608079
91,90,849.223,101906760
91,91,0,0
91,92,397.939,36000000
91,93,869.557,104346840
91,95,1787.601,214512120
91,96,1171.26,140551200
91,97,848.19,101782800
91,98,1574.841,188980920
91,99,451.032,54123840
91,103,2115.09,253810800
91,104,1941.443,232973159
91,105,138.524,18000000
91,110,2084.078,250089360
91,114,544.978,65397360
91,117,1198.375,143805000
91,119,395.896,47507519
91,121,662.786,79534320
91,124,678.553,81426360
91,126,1160.518,139262160
91,128,1687.73,202527600
91,129,1648.96,197875200
91,131,1141.263,136951560
91,133,1220.979,146517480
91,159,1316.975,124440000
91,195,2293.216,275185920
91,196,2084.076,250089120
91,473,2243.447,269213640
92,50,1877.258,225270959
92,125,2140.508,256860959
92,54,1932.941,231952919
92,153,2067.054,248046480
92,168,1808.011,216961320
92,53,1998.406,239808720
92,10,1700.357,204042840
92,11,1606.29,192754800
92,129,1522.253,182670360
92,143,1968.016,236161920
92,127,1876.517,225182040
92,24,1616.243,193949160
92,25,1702.121,204254520
92,12,1429.971,139860000
92,111,1573.635,188836200
92,135,1566.246,187949520
92,171,1574.881,188985720
92,13,1616.036,163980000
92,108,1342.042,161045040
92,14,417.258,50400000
92,15,1696.45,180000000
92,16,1416.749,172800000
92,17,1084.514,115200000
92,18,1282.515,153901800
92,19,1851.227,222147240
92,20,1243.897,133200000
92,21,872.998,104759760
92,22,965.597,144000000
92,23,1561.585,176400000
92,87,1854.447,222533640
92,89,1701.549,204185880
92,90,1204.449,144533879
92,91,399.791,43200000
92,92,0,0
92,93,1224.783,146973960
92,95,1392.416,167089920
92,96,776.075,64800000
92,97,453.006,50400000
92,98,1930.067,231608040
92,99,806.258,96750960
92,103,1719.905,206388600
92,104,1546.259,185551080
92,105,470.068,56408160
92,110,1688.894,202667280
92,114,900.204,108024480
92,117,1553.601,186432120
92,119,26.197,7200000
92,121,1018.012,122161439
92,124,551.846,66221519
92,126,1164.445,139733400
92,128,1676.984,201238079
92,129,1522.253,182670360
92,131,1496.489,179578680
92,133,1576.205,189144600
92,159,1672.201,200664120
92,195,1898.031,227763720
92,196,1714.08,205689599
92,473,1848.263,221791559
93,50,653.702,54000000
93,125,916.952,110034240
93,54,709.386,85126320
93,153,843.498,101219760
93,168,584.455,70134600
93,53,774.85,92982000
93,10,1106.399,132767879
93,11,1062.98,127557600
93,129,1190.411,142849320
93,143,1389.246,166709520
93,127,1297.747,155729640
93,24,1200.597,144071640
93,25,1277.915,153349800
93,12,1916.451,229974120
93,111,2061.393,247367160
93,135,1786.67,214400400
93,171,2119.917,254390040
93,13,1298.136,155776320
93,108,1175.781,141093719
93,14,1003.302,120396240
93,15,472.894,36000000
93,16,1454.913,174589560
93,17,1303.108,156372959
93,18,748.426,89811120
93,19,513.173,61580760
93,20,1955.309,234637080
93,21,819.653,98358360
93,22,1003.762,98280000
93,23,1331.568,159788160
93,87,630.891,75706920
93,89,2245.165,269419800
93,90,88.39,14400000
93,91,875.467,105056040
93,92,1230.489,147658680
93,93,0,0
93,95,2103.827,252459240
93,96,1616.949,194033879
93,97,1521.849,182621880
93,98,706.511,84781320
93,99,609.986,73198320
93,103,2263.521,271622520
93,104,2249.109,269893080
93,105,761.99,91438800
93,110,2357.342,282881040
93,114,325.858,39102960
93,117,347.393,41687160
93,119,1147.507,137700840
93,121,199.317,23918040
93,124,978.082,117369840
93,126,584.885,70186200
93,128,819.4,98328000
93,129,1190.411,142849320
93,131,272.933,25200000
93,133,369.996,44399520
93,159,448.645,36000000
93,195,2441.647,292997640
93,196,1822.619,218714280
93,473,2494.056,299286720
95,50,2523.439,302812680
95,125,2786.69,334402800
95,54,2579.123,309494760
95,153,2713.236,325588320
95,168,2454.193,294503160
95,53,2644.588,317350559
95,10,1831.125,219735000
95,11,1713.86,205663199
95,129,1372.769,164732280
95,143,2082.879,249945480
95,127,1991.38,238965600
95,24,1552.175,186260999
95,25,1446.66,173599200
95,12,303.932,36471840
95,111,436.1,52332000
95,135,731.789,87814680
95,171,217.685,26122200
95,13,1311.916,157429920
95,108,1337.963,160555560
95,14,1804.65,216558000
95,15,2313.602,277632240
95,16,2804.14,234000000
95,17,805.097,96611640
95,18,1646.974,197636880
95,19,2260.943,271313159
95,20,152.475,18000000
95,21,1288.412,154609440
95,22,2352.988,282358559
95,23,1179.009,141481080
95,87,2500.628,300075360
95,89,344.353,41322360
95,90,2190.512,262861440
95,91,1787.182,214461840
95,92,1391.548,166985759
95,93,2105.683,252681959
95,95,0,0
95,96,623.655,74838600
95,97,949.671,113960520
95,98,2576.248,309149760
95,99,2193.65,263238000
95,103,362.709,43525080
95,104,189.062,21600000
95,105,1857.459,222895079
95,110,331.697,32400000
95,114,2002.775,240333000
95,117,2389.711,286765320
95,119,1400.99,168118800
95,121,1925.446,231053520
95,124,1557.57,186908400
95,126,1611.042,193325040
95,128,2041.986,245038320
95,129,1372.769,164732280
95,131,2115.937,253912440
95,133,2334.754,280170480
95,159,2318.382,278205840
95,195,540.835,64900200
95,196,889.712,106765440
95,473,491.066,58927919
96,50,2033.073,243968759
96,125,2296.323,275558760
96,54,2088.757,250650840
96,153,2222.869,266744280
96,168,1963.826,235659119
96,53,2154.221,258506520
96,10,1553.048,186365759
96,11,1435.783,172293959
96,129,970.885,116506200
96,143,1804.802,216576240
96,127,1713.303,205596359
96,24,1274.098,152891760
96,25,1168.583,140229960
96,12,660.188,79222560
96,111,803.852,96462240
96,135,796.463,95575560
96,171,805.098,96611760
96,13,1033.839,124060680
96,108,858.222,102986640
96,14,1187.829,129600000
96,15,1823.236,218788320
96,16,2187.319,262478280
96,17,314.731,32400000
96,18,1156.608,138792960
96,19,1770.577,212469240
96,20,474.114,36000000
96,21,798.046,95765520
96,22,1736.167,208340040
96,23,888.655,106638599
96,87,2010.262,241231440
96,89,931.766,111811920
96,90,1700.145,204017400
96,91,1170.361,140443320
96,92,774.727,92967240
96,93,1615.317,193838040
96,95,622.632,74715839
96,96,0,0
96,97,332.85,39600000
96,98,2085.882,250305839
96,99,1576.829,189219480
96,103,950.122,114014639
96,104,776.475,93177000
96,105,1240.639,148876680
96,110,919.11,110293200
96,114,1512.409,181489080
96,117,1899.345,227921400
96,119,784.169,94100280
96,121,1435.079,172209480
96,124,881.143,105737160
96,126,1120.675,134481000
96,128,1633.215,195985800
96,129,970.885,116506200
96,131,1625.571,195068520
96,133,1844.388,221326560
96,159,1828.016,219361920
96,195,1128.248,135389760
96,196,944.297,113315640
96,473,1078.479,129417480
97,50,1940.299,232835879
97,125,2203.549,264425880
97,54,1995.983,239517959
97,153,2130.095,255611399
97,168,1871.052,224526240
97,53,2061.447,247373640
97,10,1633.857,196062840
97,11,1763.785,211654200
97,129,1298.886,155866320
97,143,2132.804,255936480
97,127,2041.305,244956600
97,24,1602.1,192251999
97,25,1496.585,179590200
97,12,988.19,100800000
97,111,1131.854,135822480
97,135,1124.465,134935800
97,171,1133.1,135972000
97,13,1361.841,133200000
97,108,1186.224,142346880
97,14,864.275,108000000
97,15,1730.462,207655440
97,16,1863.765,223651800
97,17,642.732,68400000
97,18,1216.016,145921920
97,19,1865.616,223873920
97,20,802.116,82800000
97,21,806.499,96779880
97,22,1412.613,169513559
97,23,1216.656,100800000
97,87,1917.488,230098559
97,89,1259.767,151172040
97,90,1390.335,166840200
97,91,846.807,101616840
97,92,451.173,46800000
97,93,1334.379,160125479
97,95,950.634,114076079
97,96,334.294,32400000
97,97,0,0
97,98,1993.108,239172959
97,99,1253.275,150393000
97,103,1278.124,153374880
97,104,1104.477,132537239
97,105,917.084,110050079
97,110,1247.112,149653440
97,114,1195.361,143443320
97,117,1806.571,216788520
97,119,460.614,55273680
97,121,1134.854,136182480
97,124,537.819,64538279
97,126,1097.945,131753399
97,128,1610.485,193258199
97,129,1298.886,155866320
97,131,1532.797,183935640
97,133,1751.614,210193680
97,159,1735.242,208229040
97,195,1456.25,174750000
97,196,1272.298,152675760
97,473,1406.481,168777720
98,50,137.429,16491480
98,125,380.558,45666960
98,54,139.404,16728480
98,153,307.104,36852480
98,168,160.379,19245480
98,53,238.456,28614719
98,10,1249.707,149964839
98,11,1289.704,154764480
98,129,1568.756,188250720
98,143,1486.162,178339440
98,127,1441.055,172926600
98,24,1427.32,171278399
98,25,1531.148,183737760
98,12,2391.373,286964760
98,111,2536.315,304357800
98,135,2165.015,259801799
98,171,2594.839,311380680
98,13,1675.879,201105479
98,108,1554.126,186495120
98,14,1711.215,205345799
98,15,354.015,43200000
98,16,2132.226,255867120
98,17,1778.03,213363600
98,18,1181.696,141803520
98,19,556.336,66760320
98,20,2430.231,291627720
98,21,1294.575,155349000
98,22,1681.074,201728879
98,23,1709.913,205189560
98,87,88.167,10800000
98,89,2720.087,326410440
98,90,771.979,92637480
98,91,1583.379,190005480
98,92,1938.402,232608240
98,93,711.475,85377000
98,95,2578.749,309449880
98,96,2091.871,251024520
98,97,1996.771,239612520
98,98,0,0
98,99,1313.935,157672200
98,103,2738.444,328613280
98,104,2724.031,326883720
98,105,1469.903,176388359
98,110,2832.264,339871680
98,114,1033.771,124052519
98,117,273.896,36000000
98,119,1855.42,222650400
98,121,907.23,108867600
98,124,1453.004,174360479
98,126,1034.779,124173479
98,128,937.978,112557360
98,129,1568.756,188250720
98,131,455.187,54622439
98,133,230.278,27633360
98,159,263.65,31637999
98,195,2916.569,349988280
98,196,2200.964,264115680
98,473,2968.978,356277360
99,50,1258.822,151058640
99,125,1522.072,182648640
99,54,1314.505,157740600
99,153,1448.618,173834160
99,168,1189.575,142749000
99,53,1379.97,165596400
99,10,1741.167,208940040
99,11,1697.749,203729880
99,129,1645.557,197466840
99,143,2046.683,245601960
99,127,1932.515,231901800
99,24,1647.184,197662080
99,25,1733.061,207967320
99,12,2119.776,254373120
99,111,2264.717,271766040
99,135,2065.996,247919520
99,171,2323.242,278789040
99,13,1753.282,210393840
99,108,1524.099,182891880
99,14,585.75,75600000
99,15,1078.014,118800000
99,16,901.695,108203400
99,17,1506.433,180771960
99,18,1203.572,144428639
99,19,1118.293,134195160
99,20,2054.08,246489599
99,21,1087.024,130442880
99,22,450.543,54065160
99,23,1786.714,214405680
99,87,1236.011,148321320
99,89,2448.49,293818800
99,90,549.263,68400000
99,91,457.915,54949800
99,92,812.937,93600000
99,93,635.996,76319520
99,95,2202.599,264311880
99,96,1586.258,190350959
99,97,1263.188,151582560
99,98,1311.631,157395720
99,99,0,0
99,103,2466.846,296021520
99,104,2356.442,282773040
99,105,344.438,57600000
99,110,2499.077,299889240
99,114,285.978,28800000
99,117,858.686,103042320
99,119,810.894,97307280
99,121,403.786,48454320
99,124,866.755,104010600
99,126,1040.031,124803719
99,128,1454.169,174500280
99,129,1645.557,197466840
99,131,878.053,105366360
99,133,881.29,105754800
99,159,1053.765,126451800
99,195,2644.972,317396640
99,196,2156.245,258749399
99,473,2697.381,323685720
103,50,2681.921,321830519
103,125,2945.171,353420520
103,54,2737.604,328512480
103,153,2871.717,344606040
103,168,2612.674,313520880
103,53,2803.069,336368280
103,10,1871.552,224586240
103,11,1754.286,210514320
103,129,1413.196,169583520
103,143,2123.306,254796720
103,127,2031.807,243816840
103,24,1592.602,191112240
103,25,1487.086,178450320
103,12,344.358,39600000
103,111,207.772,24932640
103,135,772.215,92665800
103,171,145.554,10800000
103,13,1352.343,110940000
103,108,1378.39,165406800
103,14,2091.665,144000000
103,15,2472.084,190800000
103,16,3091.155,370938600
103,17,966.065,78420000
103,18,1803.729,216447480
103,19,2461.713,295405559
103,20,479.317,57518040
103,21,1446.894,173627280
103,22,2640.003,316800359
103,23,1219.435,146332200
103,87,2659.11,319093200
103,89,31.554,7200000
103,90,2348.993,281879160
103,91,2074.197,248903640
103,92,1678.563,201427559
103,93,2264.164,271699680
103,95,363.577,28800000
103,96,910.67,109280399
103,97,1236.686,148402320
103,98,2734.73,328167600
103,99,2466.919,296030280
103,103,0,0
103,104,202.028,21600000
103,105,2144.474,257336880
103,110,206.544,25200000
103,114,2161.256,259350720
103,117,2548.192,305783040
103,119,1688.005,202560600
103,121,2083.927,250071240
103,124,1716.052,205926240
103,126,1769.523,212342760
103,128,2082.413,249889559
103,129,1413.196,169583520
103,131,2274.419,272930280
103,133,2493.235,299188200
103,159,2476.863,297223560
103,195,179.25,25200000
103,196,930.138,111616560
103,473,343.258,41190960
104,50,2669.683,320361960
104,125,2932.934,351952080
104,54,2725.367,327044040
104,153,2859.48,343137600
104,168,2600.437,312052439
104,53,2790.831,334899720
104,10,1859.314,223117679
104,11,1742.049,209045880
104,129,1400.959,168115079
104,143,2111.069,253328280
104,127,2019.57,242348400
104,24,1580.364,189643680
104,25,1474.849,176981880
104,12,332.121,39854519
104,111,357.444,42893280
104,135,759.978,91197360
104,171,131.092,18000000
104,13,1340.105,160812600
104,108,1366.152,163938240
104,14,1956.986,234838320
104,15,2459.846,295181520
104,16,2956.476,354777119
104,17,953.828,114459360
104,18,1791.492,214979040
104,19,2449.475,293937000
104,20,304.811,28800000
104,21,1434.656,172158720
104,22,2505.324,300638880
104,23,1207.198,144863760
104,87,2646.872,317624640
104,89,194.452,23334240
104,90,2336.756,280410719
104,91,1939.518,232742160
104,92,1543.884,185266080
104,93,2251.927,270231240
104,95,189.071,21600000
104,96,775.991,93118920
104,97,1102.007,132240840
104,98,2722.492,326699040
104,99,2345.986,281518320
104,103,203.237,21600000
104,104,0,0
104,105,2009.796,241175520
104,110,144.36,14400000
104,114,2149.019,257882280
104,117,2535.955,304314599
104,119,1553.326,186399120
104,121,2071.69,248602800
104,124,1703.814,204457680
104,126,1757.286,210874320
104,128,2070.175,248421000
104,129,1400.959,168115079
104,131,2262.181,271461720
104,133,2480.998,297719760
104,159,2464.626,295755120
104,195,372.926,44751120
104,196,917.901,110148120
104,473,303.728,36447360
105,50,1408.447,169013640
105,125,1671.697,200603640
105,54,1464.131,175695720
105,153,1598.243,191789160
105,168,1339.2,160704000
105,53,1529.595,183551400
105,10,1627.498,195299759
105,11,1549.507,185940840
105,129,1566.593,187991160
105,143,1895.158,227418959
105,127,1803.659,216439080
105,24,1660.584,199270079
105,25,1746.461,209575320
105,12,1965.239,235828679
105,111,2110.181,253221720
105,135,1911.46,229375200
105,171,2042.048,245045759
105,13,1660.376,199245120
105,108,1386.382,166365840
105,14,402.051,36000000
105,15,1227.639,147316679
105,16,1073.389,128806679
105,17,1351.896,162227520
105,18,1191.124,142934880
105,19,1267.918,152150160
105,20,1711.063,205327560
105,21,917.339,110080680
105,22,622.238,74668560
105,23,1605.926,192711120
105,87,1385.636,166276320
105,89,2168.715,260245800
105,90,735.638,61200000
105,91,140.514,18000000
105,92,469.921,56390520
105,93,755.972,90716640
105,95,1859.582,223149840
105,96,1243.242,149189040
105,97,920.172,110420640
105,98,1461.256,175350720
105,99,337.447,54000000
105,103,2187.072,262448640
105,104,2013.425,241610999
105,105,0,0
105,110,2156.06,258727200
105,114,431.393,51767160
105,117,1084.79,130174800
105,119,467.878,56145360
105,121,549.201,65904120
105,124,596.186,71542320
105,126,1027.583,123309960
105,128,1574.145,188897400
105,129,1566.593,187991160
105,131,1027.678,123321360
105,133,1107.394,132887280
105,159,1203.39,144406800
105,195,2365.197,283823640
105,196,2001.709,240205079
105,473,2315.429,277851480
110,50,2777.875,333345000
110,125,3041.125,364935000
110,54,2833.559,340027080
110,153,2967.672,356120640
110,168,2708.628,325035359
110,53,2899.023,347882759
110,10,1967.506,236100720
110,11,1850.241,222028920
110,129,1509.151,181098120
110,143,2219.261,266311319
110,127,2127.762,255331440
110,24,1688.556,202626720
110,25,1583.041,189964920
110,12,440.313,46800000
110,111,402.535,48304200
110,135,868.17,104180400
110,171,239.284,25200000
110,13,1448.297,173795640
110,108,1474.344,176921280
110,14,2100.348,205200000
110,15,2568.038,226800000
110,16,3099.838,371980559
110,17,1062.02,127442400
110,18,1899.684,227962080
110,19,2557.667,306920040
110,20,448.173,36000000
110,21,1542.848,185141760
110,22,2648.686,317842319
110,23,1315.39,157846800
110,87,2755.064,330607680
110,89,199.609,18000000
110,90,2444.947,293393640
110,91,2082.88,249945600
110,92,1687.246,202469520
110,93,2360.119,283214280
110,95,332.433,28800000
110,96,919.353,110322360
110,97,1245.369,149444280
110,98,2830.684,339682080
110,99,2489.348,298721760
110,103,208.394,25200000
110,104,143.362,14400000
110,105,2153.157,258378840
110,110,0,0
110,114,2257.211,270865320
110,117,2644.147,317297640
110,119,1696.687,203602440
110,121,2179.881,261585720
110,124,1812.006,217440720
110,126,1865.478,223857359
110,128,2178.367,261404040
110,129,1509.151,181098120
110,131,2370.373,284444760
110,133,2589.19,310702800
110,159,2572.818,308738160
110,195,268.097,32171639
110,196,1026.093,123131160
110,473,160.05,13920000
114,50,977.056,117246720
114,125,1240.306,148836720
114,54,1032.739,123928680
114,153,1166.852,140022240
114,168,907.809,108937079
114,53,1098.204,131784480
114,10,1429.752,171570240
114,11,1386.334,166360079
114,129,1359.581,163149720
114,143,1712.6,205512000
114,127,1621.101,194532120
114,24,1361.208,163344960
114,25,1447.085,173650200
114,12,1812.549,217505880
114,111,1957.491,234898920
114,135,1758.77,211052400
114,171,2016.016,241921920
114,13,1467.306,176076720
114,108,1344.951,161394120
114,14,678.692,54000000
114,15,796.248,79200000
114,16,1167.052,140046240
114,17,1199.206,143904720
114,18,917.596,110111520
114,19,836.527,100383239
114,20,1851.407,222168840
114,21,891.41,106969200
114,22,715.9,85908000
114,23,1500.738,180088559
114,87,954.245,114509400
114,89,2141.263,256951560
114,90,304.247,36000000
114,91,550.857,66102839
114,92,905.879,108705479
114,93,324.581,36000000
114,95,1999.925,239990999
114,96,1513.047,181565640
114,97,1201.866,144223920
114,98,1029.865,123583800
114,99,285.376,34245119
114,103,2159.62,259154399
114,104,2145.207,257424840
114,105,437.381,52485719
114,110,2253.44,270412800
114,114,0,0
114,117,653.399,78407880
114,119,903.837,108460440
114,121,117.81,21600000
114,124,639.771,76772519
114,126,754.055,90486600
114,128,1142.754,137130480
114,129,1359.581,163149720
114,131,596.287,71554440
114,133,676.003,81120360
114,159,771.999,92639879
114,195,2337.745,280529399
114,196,1991.789,239014680
114,473,2390.154,286818480
117,50,366.429,43971480
117,125,629.679,75561480
117,54,422.112,50653440
117,153,556.225,66747000
117,168,299.434,35932080
117,53,487.577,51540000
117,10,1199.381,143925720
117,11,1239.377,148725239
117,129,1452.119,174254279
117,143,1435.836,172300320
117,127,1390.729,166887480
117,24,1376.994,165239280
117,25,1480.822,177698640
117,12,2202.199,264263880
117,111,2347.14,281656800
117,135,2048.378,245805359
117,171,2405.665,288679800
117,13,1559.844,187181280
117,108,1437.489,172498680
117,14,1330.885,159706200
117,15,288.119,43200000
117,16,1710.659,205279080
117,17,1588.856,190662720
117,18,1010.133,121215960
117,19,506.009,60721080
117,20,2241.056,268926720
117,21,1105.4,132648000
117,22,1259.507,151140840
117,23,1593.275,191193000
117,87,215.21,25825200
117,89,2530.913,303709560
117,90,350.412,42049439
117,91,1203.049,144365880
117,92,1558.072,186968640
117,93,351.983,42237960
117,95,2389.575,286748999
117,96,1902.696,228323520
117,97,1807.597,216911640
117,98,280.232,33627840
117,99,892.367,107084040
117,103,2549.269,305912279
117,104,2534.857,304182840
117,105,1089.573,130748760
117,110,2643.089,317170680
117,114,653.441,78412920
117,117,0,0
117,119,1475.09,177010800
117,121,544.141,65296920
117,124,1263.83,151659600
117,126,846.592,101591040
117,128,887.652,106518239
117,129,1452.119,174254279
117,131,291.322,34958640
117,133,72.449,10800000
117,159,224.722,32400000
117,195,2727.395,327287400
117,196,2084.327,250119240
117,473,2779.803,333576360
119,50,1799.447,215933640
119,125,2062.697,247523640
119,54,1855.13,222615600
119,153,1989.243,238709160
119,168,1730.2,207624000
119,53,1920.595,230471400
119,10,1675.586,201070320
119,11,1581.52,189782400
119,129,1497.483,179697960
119,143,1943.246,233189520
119,127,1851.747,222209640
119,24,1591.473,190976759
119,25,1677.351,201282120
119,12,1440.678,172881360
119,111,1584.342,190121040
119,135,1576.953,189234360
119,171,1585.588,190270560
119,13,1591.266,190951920
119,108,1317.271,158072520
119,14,414.962,49795440
119,15,1618.638,194236560
119,16,1414.452,169734240
119,17,1095.221,131426520
119,18,1257.745,150929400
119,19,1826.457,219174840
119,20,1254.604,150552480
119,21,848.228,101787360
119,22,963.301,115596120
119,23,1536.815,184417800
119,87,1776.636,213196320
119,89,1712.256,205470720
119,90,1126.637,135196440
119,91,397.494,47699280
119,92,25.974,3116880
119,93,1146.972,137636640
119,95,1403.123,168374759
119,96,786.782,94413839
119,97,463.712,55645440
119,98,1852.256,222270720
119,99,803.962,96475440
119,103,1730.612,207673440
119,104,1556.965,186835799
119,105,467.772,56132640
119,110,1699.6,203951999
119,114,849.977,101997240
119,117,1475.79,177094800
119,119,0,0
119,121,940.201,112824120
119,124,527.075,63249000
119,126,1139.674,136760880
119,128,1652.214,198265680
119,129,1497.483,179697960
119,131,1418.677,170241240
119,133,1498.393,179807159
119,159,1594.389,191326680
119,195,1908.738,229048559
119,196,1724.787,206974440
119,473,1858.969,223076280
121,50,851.525,102183000
121,125,1114.775,133773000
121,54,907.208,108864960
121,153,1041.321,124958520
121,168,782.278,93873360
121,53,972.673,116720759
121,10,1304.221,156506520
121,11,1260.803,151296360
121,129,1231.011,147721320
121,143,1587.069,190448280
121,127,1495.57,179468400
121,24,1232.637,147916440
121,25,1318.515,158221800
121,12,1736.482,208377840
121,111,1881.423,225770759
121,135,1682.702,201924240
121,171,1939.948,232793759
121,13,1338.736,160648320
121,108,1216.381,145965720
121,14,796.117,95534040
121,15,670.717,80486040
121,16,1284.477,154137239
121,17,1123.139,134776679
121,18,789.025,94683000
121,19,710.996,85319520
121,20,1775.339,213040680
121,21,762.84,91540800
121,22,833.325,99999000
121,23,1372.168,164660159
121,87,828.714,99445680
121,89,2065.196,247823520
121,90,195.944,21600000
121,91,668.282,80193840
121,92,1023.304,122796479
121,93,199.05,23886000
121,95,1923.858,230862959
121,96,1436.979,172437480
121,97,1133.161,135979320
121,98,904.334,108520080
121,99,402.801,48336120
121,103,2083.552,250026240
121,104,2069.14,248296800
121,105,554.806,66576720
121,110,2177.373,261284760
121,114,118.673,18000000
121,117,545.097,65411639
121,119,940.322,112838640
121,121,0,0
121,124,590.154,70818480
121,126,625.485,75058200
121,128,1017.223,122066760
121,129,1231.011,147721320
121,131,470.756,56490720
121,133,567.7,68124000
121,159,646.468,77576160
121,195,2261.678,271401359
121,196,1863.219,223586280
121,473,2314.087,277690440
124,50,1397.865,167743800
124,125,1661.115,199333800
124,54,1453.549,174425880
124,153,1587.662,190519440
124,168,1328.618,159434160
124,53,1519.013,182281560
124,10,1148.2,137784000
124,11,1054.134,126496080
124,129,970.097,116411639
124,143,1415.86,169903200
124,127,1324.361,158923320
124,24,1064.087,127690440
124,25,1149.965,137995800
124,12,1368.743,164249160
124,111,1513.684,181642080
124,135,1314.963,157795560
124,171,1572.209,188665079
124,13,1063.88,127665600
124,108,789.885,94786200
124,14,927.969,111356279
124,15,1188.028,142563360
124,16,1661.713,199405560
124,17,755.4,90648000
124,18,730.359,87643080
124,19,1323.183,158781960
124,20,1407.6,168911999
124,21,320.842,36000000
124,22,1210.561,145267320
124,23,1009.429,121131480
124,87,1375.054,165006480
124,89,1697.457,203694840
124,90,846.871,101624520
124,91,677.487,81298440
124,92,551.623,66194760
124,93,790.916,94909920
124,95,1556.119,186734280
124,96,833.471,100016520
124,97,539.053,64686360
124,98,1450.674,174080880
124,99,774.766,92971920
124,103,1715.813,205897559
124,104,1701.401,204168120
124,105,595.017,71402039
124,110,1809.634,217156080
124,114,639.586,76750320
124,117,1264.137,151696439
124,119,527.076,63249120
124,121,591.39,70966800
124,124,0,0
124,126,612.289,73474680
124,128,1124.828,134979360
124,129,970.097,116411639
124,131,990.363,118843560
124,133,1209.18,145101600
124,159,1192.808,143136960
124,195,1893.939,227272680
124,196,1405.212,168625440
124,473,1946.348,233561759
126,50,978.028,117363360
126,125,1241.278,148953360
126,54,1033.711,124045320
126,153,1167.824,140138879
126,168,908.781,109053720
126,53,1099.176,131901120
126,10,633.287,75994439
126,11,555.296,66635519
126,129,638.899,76667880
126,143,900.947,108113640
126,127,809.448,97133760
126,24,640.525,76863000
126,25,726.403,87168360
126,12,1424.58,125580000
126,111,1569.521,188342520
126,135,1235.158,148218960
126,171,1628.046,195365520
126,13,746.624,89594880
126,108,624.269,74912280
126,14,1433.538,172024559
126,15,768.191,77160000
126,16,2038.231,244587720
126,17,811.237,76020000
126,18,196.913,21600000
126,19,650.962,78115440
126,20,1463.437,175612440
126,21,326.905,39228599
126,22,1587.079,190449480
126,23,780.055,93606599
126,87,955.217,114626040
126,89,1753.294,210395279
126,90,671.708,80604960
126,91,1151.916,138229920
126,92,1164.419,139730280
126,93,586.879,70425480
126,95,1611.956,193434720
126,96,1125.077,135009240
